"","Random_Depths","Damage"
"733",-2,NA
"734",0,NA
"735",-4,NA
"736",-3,NA
"737",-1,NA
"738",2,NA
"739",-3,NA
"740",-5,NA
"741",2,NA
"742",-4,NA
"743",-5,NA
"744",-2,NA
"745",-3,NA
"746",-3,NA
"747",-1,NA
"748",-5,NA
"749",-2,NA
"750",0,NA
"751",-4,NA
"752",-4,NA
"753",-4,NA
"754",-5,NA
"755",-2,NA
"756",-3,NA
"757",-3,NA
"758",-1,NA
"759",-5,NA
"760",-4,NA
"761",-3,NA
"762",-4,NA
"763",-2,NA
"764",-3,NA
"765",-2,NA
"766",-4,NA
"767",-4,NA
"768",-3,NA
"769",-2,NA
"770",-2,NA
"771",0,NA
"772",-1,NA
"773",-2,NA
"774",-1,NA
"775",-4,NA
"776",-4,NA
"777",-3,NA
"778",-3,NA
"779",-2,NA
"780",-1,NA
"781",-4,NA
"782",-1,NA
"783",-5,NA
"784",-2,NA
"785",-1,NA
"786",-3,NA
"787",-4,NA
"788",-5,NA
"789",-4,NA
"790",0,NA
"791",0,NA
"792",-3,NA
"793",-4,NA
"794",-3,NA
"795",-1,NA
"796",-3,NA
"797",-4,NA
"798",-4,NA
"799",-3,NA
"800",-4,NA
"801",-3,NA
"802",-3,NA
"803",-4,NA
"804",-5,NA
"805",-4,NA
"806",1,NA
"807",-3,NA
"808",-3,NA
"809",-2,NA
"810",-2,NA
"811",-5,NA
"812",-2,NA
"813",-3,NA
"814",-1,NA
"815",-1,NA
"816",-4,NA
"817",-4,NA
"818",-4,NA
"819",-2,NA
"820",-2,NA
"821",-2,NA
"822",-3,NA
"823",-2,NA
"824",2,NA
"825",-2,NA
"826",-5,NA
"827",-3,NA
"828",-5,NA
"829",-3,NA
"830",-2,NA
"831",-5,NA
"832",-1,NA
"833",-3,NA
"834",-2,NA
"835",-2,NA
"836",-2,NA
"837",-2,NA
"838",-2,NA
"839",-4,NA
"840",-4,NA
"841",1,NA
"842",-2,NA
"843",-2,NA
"844",-4,NA
"845",-3,NA
"846",-4,NA
"847",0,NA
"848",-5,NA
"849",-4,NA
"850",-4,NA
"851",-3,NA
"852",-2,NA
"853",2,NA
"854",-2,NA
"855",-3,NA
"856",-3,NA
"857",0,NA
"858",-4,NA
"859",-5,NA
"860",-1,NA
"861",-3,NA
"862",-5,NA
"863",-2,NA
"864",-3,NA
"865",-2,NA
"866",-4,NA
"867",-4,NA
"868",-4,NA
"869",-3,NA
"870",-3,NA
"871",-4,NA
"872",-4,NA
"873",-2,NA
"874",-3,NA
"875",-1,NA
"876",-2,NA
"877",-5,NA
"878",-2,NA
"879",-1,NA
"880",-2,NA
"881",-4,NA
"882",0,NA
"883",-2,NA
"884",-4,NA
"885",-2,NA
"886",0,NA
"887",-3,NA
"888",-3,NA
"889",-4,NA
"890",-4,NA
"891",-2,NA
"892",-2,NA
"893",-2,NA
"894",-3,NA
"895",-1,NA
"896",-2,NA
"897",-5,NA
"898",-3,NA
"899",-5,NA
"900",-1,NA
"901",0,NA
"902",-3,NA
"903",-1,NA
"904",-2,NA
"905",-2,NA
"906",-3,NA
"907",-2,NA
"908",0,NA
"909",-1,NA
"910",-5,NA
"911",-5,NA
"912",-5,NA
"913",-1,NA
"914",-2,NA
"915",-3,NA
"916",0,NA
"917",-2,NA
"918",-3,NA
"919",-3,NA
"920",-3,NA
"921",-1,NA
"922",-5,NA
"923",-3,NA
"924",-1,NA
"925",-2,NA
"926",-2,NA
"927",-3,NA
"928",-3,NA
"929",-4,NA
"930",-1,NA
"931",-1,NA
"932",-4,NA
"933",-1,NA
"934",-2,NA
"935",0,NA
"936",-4,NA
"937",-3,NA
"938",-1,NA
"939",-1,NA
"940",-5,NA
"941",1,NA
"942",-3,NA
"943",-3,NA
"944",-3,NA
"945",-4,NA
"946",-4,NA
"947",-3,NA
"948",-3,NA
"949",-3,NA
"950",-3,NA
"951",-2,NA
"952",-4,NA
"953",0,NA
"954",-5,NA
"955",-3,NA
"956",1,NA
"957",-2,NA
"958",-5,NA
"959",-3,NA
"960",-3,NA
"961",-3,NA
"962",-3,NA
"963",-2,NA
"964",-4,NA
"965",0,NA
"966",-2,NA
"967",-3,NA
"968",-4,NA
"969",-2,NA
"970",-3,NA
"971",-1,NA
"972",-5,NA
"973",-1,NA
"974",-4,NA
"975",-4,NA
"976",-2,NA
"977",0,NA
"978",-5,NA
"979",-3,NA
"980",-3,NA
"981",-3,NA
"982",-2,NA
"983",0,NA
"984",-2,NA
"985",0,NA
"986",-2,NA
"987",-4,NA
"988",-4,NA
"989",-4,NA
"990",-3,NA
"991",-4,NA
"992",-4,NA
"993",-2,NA
"994",-3,NA
"995",-2,NA
"996",-1,NA
"997",-2,NA
"998",-3,NA
"999",-2,NA
"1000",-4,NA
"1001",-4,NA
"1002",-2,NA
"1003",-4,NA
"1004",-1,NA
"1005",-1,NA
"1006",-3,NA
"1007",-1,NA
"1008",-4,NA
"1009",-5,NA
"1010",-3,NA
"1011",-3,NA
"1012",-3,NA
"1013",-4,NA
"1014",-3,NA
"1015",-5,NA
"1016",-1,NA
"1017",-2,NA
"1018",-2,NA
"1019",-3,NA
"1020",-4,NA
"1021",-3,NA
"1022",-1,NA
"1023",-2,NA
"1024",-3,NA
"1025",-1,NA
"1026",-3,NA
"1027",-2,NA
"1028",-3,NA
"1029",-4,NA
"1030",-2,NA
"1031",-4,NA
"1032",-3,NA
"1033",-3,NA
"1034",-4,NA
"1035",-2,NA
"1036",-3,NA
"1037",-4,NA
"1038",-2,NA
"1039",-3,NA
"1040",-3,NA
"1041",-1,NA
"1042",-2,NA
"1043",-3,NA
"1044",-3,NA
"1045",-4,NA
"1046",-5,NA
"1047",-3,NA
"1048",-5,NA
"1049",-1,NA
"1050",2,NA
"1051",-2,NA
"1052",-1,NA
"1053",-1,NA
"1054",-3,NA
"1055",-2,NA
"1056",-4,NA
"1057",-2,NA
"1058",-4,NA
"1059",-4,NA
"1060",-2,NA
"1061",-2,NA
"1062",-4,NA
"1063",-3,NA
"1064",-3,NA
"1065",-5,NA
"1066",-2,NA
"1067",-3,NA
"1068",-4,NA
"1069",1,NA
"1070",-2,NA
"1071",-1,NA
"1072",-1,NA
"1073",-1,NA
"1074",-1,NA
"1075",-2,NA
"1076",-2,NA
"1077",-4,NA
"1078",-5,NA
"1079",-3,NA
"1080",-3,NA
"1081",-3,NA
"1082",-4,NA
"1083",-3,NA
"1084",-3,NA
"1085",-2,NA
"1086",-4,NA
"1087",-4,NA
"1088",-5,NA
"1089",-1,NA
"1090",-3,NA
"1091",-1,NA
"1092",-5,NA
"1093",-4,NA
"1094",-4,NA
"1095",-2,NA
"1096",-2,NA
"1097",2,NA
"1098",-2,NA
"1099",-4,NA
"1100",-4,NA
"1101",-1,NA
"1102",-2,NA
"1103",-4,NA
"1104",-2,NA
"1105",-1,NA
"1106",-3,NA
"1107",-2,NA
"1108",0,NA
"1109",0,NA
"1110",-2,NA
"1111",-5,NA
"1112",-1,NA
"1113",-3,NA
"1114",-3,NA
"1115",-3,NA
"1116",-4,NA
"1117",-3,NA
"1118",0,NA
"1119",-4,NA
"1120",-2,NA
"1121",-4,NA
"1122",-4,NA
"1123",-2,NA
"1124",-3,NA
"1125",-4,NA
"1126",-5,NA
"1127",0,NA
"1128",-2,NA
"1129",-4,NA
"1130",-2,NA
"1131",-3,NA
"1132",-1,NA
"1133",-2,NA
"1134",-2,NA
"1135",-2,NA
"1136",-2,NA
"1137",-3,NA
"1138",-4,NA
"1139",-3,NA
"1140",-4,NA
"1141",-1,NA
"1142",-3,NA
"1143",-5,NA
"1144",0,NA
"1145",-4,NA
"1146",-3,NA
"1147",-2,NA
"1148",-2,NA
"1149",-3,NA
"1150",-4,NA
"1151",0,NA
"1152",-2,NA
"1153",-2,NA
"1154",0,NA
"1155",-3,NA
"1156",-3,NA
"1157",-5,NA
"1158",-1,NA
"1159",-3,NA
"1160",-4,NA
"1161",-3,NA
"1162",-4,NA
"1163",-3,NA
"1164",-4,NA
"1165",-4,NA
"1166",-5,NA
"1167",-2,NA
"1168",-4,NA
"1169",-4,NA
"1170",1,NA
"1171",-3,NA
"1172",-3,NA
"1173",-2,NA
"1174",0,NA
"1175",-4,NA
"1176",-3,NA
"1177",-2,NA
"1178",-3,NA
"1179",-4,NA
"1180",-2,NA
"1181",-5,NA
"1182",-4,NA
"1183",-2,NA
"1184",-1,NA
"1185",-1,NA
"1186",-4,NA
"1187",-3,NA
"1188",-1,NA
"1189",-2,NA
"1190",-2,NA
"1191",-4,NA
"1192",-3,NA
"1193",-3,NA
"1194",-2,NA
"1195",-5,NA
"1196",-4,NA
"1197",-1,NA
"1198",-4,NA
"1199",1,NA
"1200",-3,NA
"1201",-1,NA
"1202",-1,NA
"1203",-3,NA
"1204",-2,NA
"1205",-3,NA
"1206",2,NA
"1207",-5,NA
"1208",-4,NA
"1209",-1,NA
"1210",-3,NA
"1211",-3,NA
"1212",3,NA
"1213",-4,NA
"1214",-3,NA
"1215",-5,NA
"1216",-1,NA
"1217",-3,NA
"1218",-1,NA
"1219",-4,NA
"1220",0,NA
"1221",-3,NA
"1222",-3,NA
"1223",-4,NA
"1224",-1,NA
"1225",0,NA
"1226",-5,NA
"1227",-3,NA
"1228",-4,NA
"1229",-1,NA
"1230",-3,NA
"1231",-5,NA
"1232",-4,NA
"1233",-3,NA
"1234",-2,NA
"1235",-4,NA
"1236",-5,NA
"1237",-4,NA
"1238",-2,NA
"1239",0,NA
"1240",-3,NA
"1241",-5,NA
"1242",-3,NA
"1243",-2,NA
"1244",-3,NA
"1245",-1,NA
"1246",-4,NA
"1247",-2,NA
"1248",-5,NA
"1249",-4,NA
"1250",-2,NA
"1251",-1,NA
"1252",-3,NA
"1253",-2,NA
"1254",-5,NA
"1255",-4,NA
"1256",-1,NA
"1257",-5,NA
"1258",-4,NA
"1259",1,NA
"1260",-2,NA
"1261",-4,NA
"1262",-2,NA
"1263",-5,NA
"1264",-4,NA
"1265",-2,NA
"1266",-5,NA
"1267",-2,NA
"1268",0,NA
"1269",-4,NA
"1270",1,NA
"1271",-5,NA
"1272",-2,NA
"1273",-3,NA
"1274",-2,NA
"1275",-1,NA
"1276",-3,NA
"1277",-2,NA
"1278",-2,NA
"1279",-3,NA
"1280",-3,NA
"1281",-4,NA
"1282",-1,NA
"1283",-2,NA
"1284",-2,NA
"1285",-2,NA
"1286",-4,NA
"1287",-2,NA
"1288",-3,NA
"1289",-3,NA
"1290",-3,NA
"1291",-1,NA
"1292",-3,NA
"1293",-4,NA
"1294",-1,NA
"1295",-3,NA
"1296",-3,NA
"1297",-1,NA
"1298",-2,NA
"1299",-1,NA
"1300",-2,NA
"1301",-5,NA
"1302",-3,NA
"1303",-3,NA
"1304",-1,NA
"1305",-2,NA
"1306",-3,NA
"1307",-5,NA
"1308",-4,NA
"1309",-2,NA
"1310",-4,NA
"1311",-4,NA
"1312",-3,NA
"1313",-1,NA
"1314",-4,NA
"1315",-2,NA
"1316",-4,NA
"1317",-1,NA
"1318",-4,NA
"1319",-3,NA
"1320",-5,NA
"1321",-1,NA
"1322",-3,NA
"1323",0,NA
"1324",-3,NA
"1325",1,NA
"1326",-3,NA
"1327",-3,NA
"1328",-3,NA
"1329",-5,NA
"1330",-2,NA
"1331",-3,NA
"1332",-3,NA
"1333",-2,NA
"1334",-2,NA
"1335",-3,NA
"1336",-4,NA
"1337",-2,NA
"1338",-2,NA
"1339",-1,NA
"1340",-3,NA
"1341",-3,NA
"1342",-3,NA
"1343",-3,NA
"1344",-4,NA
"1345",-2,NA
"1346",0,NA
"1347",-4,NA
"1348",-2,NA
"1349",-3,NA
"1350",-2,NA
"1351",-5,NA
"1352",-5,NA
"1353",-4,NA
"1354",-5,NA
"1355",-4,NA
"1356",-3,NA
"1357",-4,NA
"1358",-1,NA
"1359",-4,NA
"1360",-3,NA
"1361",-2,NA
"1362",-4,NA
"1363",-1,NA
"1364",-3,NA
"1365",-4,NA
"1366",-3,NA
"1367",-4,NA
"1368",-2,NA
"1369",-4,NA
"1370",-4,NA
"1371",-3,NA
"1372",-4,NA
"1373",-3,NA
"1374",-2,NA
"1375",-2,NA
"1376",-1,NA
"1377",-3,NA
"1378",0,NA
"1379",-5,NA
"1380",-2,NA
"1381",-3,NA
"1382",-3,NA
"1383",-1,NA
"1384",-5,NA
"1385",-1,NA
"1386",-4,NA
"1387",-4,NA
"1388",-1,NA
"1389",-5,NA
"1390",-4,NA
"1391",2,NA
"1392",-2,NA
"1393",-3,NA
"1394",-3,NA
"1395",-3,NA
"1396",-1,NA
"1397",-2,NA
"1398",-3,NA
"1399",-5,NA
"1400",-4,NA
"1401",-4,NA
"1402",-4,NA
"1403",-5,NA
"1404",-3,NA
"1405",-4,NA
"1406",-2,NA
"1407",-3,NA
"1408",0,NA
"1409",-4,NA
"1410",0,NA
"1411",-2,NA
"1412",0,NA
"1413",-2,NA
"1414",-4,NA
"1415",-4,NA
"1416",-2,NA
"1417",-2,NA
"1418",-3,NA
"1419",-1,NA
"1420",-3,NA
"1421",-1,NA
"1422",-2,NA
"1423",-3,NA
"1424",0,NA
"1425",-3,NA
"1426",-4,NA
"1427",-3,NA
"1428",1,NA
"1429",0,NA
"1430",-3,NA
"1431",-1,NA
"1432",-3,NA
"1433",-1,NA
"1434",-1,NA
"1435",-3,NA
"1436",-3,NA
"1437",-2,NA
"1438",-1,NA
"1439",-2,NA
"1440",-3,NA
"1441",-4,NA
"1442",-2,NA
"1443",-5,NA
"1444",-3,NA
"1445",-2,NA
"1446",-2,NA
"1447",-5,NA
"1448",-3,NA
"1449",-3,NA
"1450",-4,NA
"1451",-2,NA
"1452",-2,NA
"1453",-2,NA
"1454",-4,NA
"1455",-2,NA
"1456",-1,NA
"1457",-4,NA
"1458",-2,NA
"1459",-1,NA
"1460",-4,NA
"1461",0,NA
"1462",-2,NA
"1463",-1,NA
"1464",-4,NA
"1465",-5,NA
"1466",-1,NA
"1467",0,NA
"1468",-4,NA
"1469",-3,NA
"1470",-3,NA
"1471",-2,NA
"1472",-5,NA
"1473",-2,NA
"1474",-3,NA
"1475",-3,NA
"1476",-2,NA
"1477",-3,NA
"1478",4,NA
"1479",-1,NA
"1480",-1,NA
"1481",-2,NA
"1482",-4,NA
"1483",-1,NA
"1484",-1,NA
"1485",2,NA
"1486",-5,NA
"1487",-2,NA
"1488",-3,NA
"1489",-2,NA
"1490",-1,NA
"1491",-5,NA
"1492",-5,NA
"1493",3,NA
"1494",-2,NA
"1495",-3,NA
"1496",-1,NA
"1497",2,NA
"1498",-4,NA
"1499",-2,NA
"1500",-3,NA
"1501",0,NA
"1502",2,NA
"1503",-3,NA
"1504",-4,NA
"1505",-2,NA
"1506",-2,NA
"1507",-2,NA
"1508",-3,NA
"1509",-3,NA
"1510",-2,NA
